FIPS,State,"County, State",2018 Food Insecurity Rate
24009,MD,"Calvert County, Maryland",8.0%
24011,MD,"Caroline County, Maryland",12.8%
24013,MD,"Carroll County, Maryland",8.1%
24015,MD,"Cecil County, Maryland",11.0%
24017,MD,"Charles County, Maryland",8.9%
24019,MD,"Dorchester County, Maryland",14.8%
24021,MD,"Frederick County, Maryland",8.9%
24023,MD,"Garrett County, Maryland",12.2%
24025,MD,"Harford County, Maryland",9.3%
24027,MD,"Howard County, Maryland",7.4%
24029,MD,"Kent County, Maryland",12.3%
24031,MD,"Montgomery County, Maryland",8.0%
24033,MD,"Prince George's County, Maryland",10.3%
24035,MD,"Queen Anne's County, Maryland",8.0%
24037,MD,"St. Mary's County, Maryland",10.3%
24039,MD,"Somerset County, Maryland",16.6%
24041,MD,"Talbot County, Maryland",11.0%
24043,MD,"Washington County, Maryland",13.1%
24045,MD,"Wicomico County, Maryland",13.3%
24047,MD,"Worcester County, Maryland",13.3%
24510,MD,"Baltimore city, Maryland",18.0%
25001,MA,"Barnstable County, Massachusetts",7.6%
25003,MA,"Berkshire County, Massachusetts",9.9%
25005,MA,"Bristol County, Massachusetts",9.9%
25007,MA,"Dukes County, Massachusetts",7.3%
25009,MA,"Essex County, Massachusetts",8.0%
25011,MA,"Franklin County, Massachusetts",8.9%
25013,MA,"Hampden County, Massachusetts",11.6%
25015,MA,"Hampshire County, Massachusetts",8.2%
25017,MA,"Middlesex County, Massachusetts",6.6%
25019,MA,"Nantucket County, Massachusetts",7.3%
25021,MA,"Norfolk County, Massachusetts",6.2%
25023,MA,"Plymouth County, Massachusetts",7.0%
25025,MA,"Suffolk County, Massachusetts",11.9%
25027,MA,"Worcester County, Massachusetts",8.3%
26001,MI,"Alcona County, Michigan",15.9%
26003,MI,"Alger County, Michigan",14.2%
26005,MI,"Allegan County, Michigan",9.7%
26007,MI,"Alpena County, Michigan",14.1%
26009,MI,"Antrim County, Michigan",12.6%
26011,MI,"Arenac County, Michigan",16.5%
26013,MI,"Baraga County, Michigan",14.8%
26015,MI,"Barry County, Michigan",9.8%
26017,MI,"Bay County, Michigan",13.6%
26019,MI,"Benzie County, Michigan",11.6%
26021,MI,"Berrien County, Michigan",14.0%
26023,MI,"Branch County, Michigan",12.8%
26025,MI,"Calhoun County, Michigan",14.3%
26027,MI,"Cass County, Michigan",12.5%
26029,MI,"Charlevoix County, Michigan",11.7%
26031,MI,"Cheboygan County, Michigan",16.2%
26033,MI,"Chippewa County, Michigan",16.2%
26035,MI,"Clare County, Michigan",18.1%
26037,MI,"Clinton County, Michigan",9.5%
26039,MI,"Crawford County, Michigan",15.1%
26041,MI,"Delta County, Michigan",13.8%
26043,MI,"Dickinson County, Michigan",13.1%
26045,MI,"Eaton County, Michigan",11.7%
26047,MI,"Emmet County, Michigan",12.1%
26049,MI,"Genesee County, Michigan",15.7%
26051,MI,"Gladwin County, Michigan",15.8%
26053,MI,"Gogebic County, Michigan",14.6%
26055,MI,"Grand Traverse County, Michigan",10.8%
26057,MI,"Gratiot County, Michigan",14.4%
26059,MI,"Hillsdale County, Michigan",13.1%
26061,MI,"Houghton County, Michigan",13.9%
26063,MI,"Huron County, Michigan",12.8%
26065,MI,"Ingham County, Michigan",13.8%
26067,MI,"Ionia County, Michigan",11.3%
26069,MI,"Iosco County, Michigan",16.1%
26071,MI,"Iron County, Michigan",13.9%
26073,MI,"Isabella County, Michigan",13.9%
26075,MI,"Jackson County, Michigan",13.0%
26077,MI,"Kalamazoo County, Michigan",12.5%
26079,MI,"Kalkaska County, Michigan",15.2%
26081,MI,"Kent County, Michigan",11.0%
26083,MI,"Keweenaw County, Michigan",12.6%
26085,MI,"Lake County, Michigan",19.0%
26087,MI,"Lapeer County, Michigan",11.4%
26089,MI,"Leelanau County, Michigan",9.1%
26091,MI,"Lenawee County, Michigan",12.0%
26093,MI,"Livingston County, Michigan",8.1%
26095,MI,"Luce County, Michigan",16.0%
26097,MI,"Mackinac County, Michigan",16.9%
26099,MI,"Macomb County, Michigan",11.9%
26101,MI,"Manistee County, Michigan",13.7%
26103,MI,"Marquette County, Michigan",13.3%
26105,MI,"Mason County, Michigan",13.5%
26107,MI,"Mecosta County, Michigan",14.4%
26109,MI,"Menominee County, Michigan",13.1%
26111,MI,"Midland County, Michigan",11.3%
26113,MI,"Missaukee County, Michigan",14.2%
26115,MI,"Monroe County, Michigan",11.2%
26117,MI,"Montcalm County, Michigan",13.9%
26119,MI,"Montmorency County, Michigan",17.1%
26121,MI,"Muskegon County, Michigan",14.1%
26123,MI,"Newaygo County, Michigan",14.3%
26125,MI,"Oakland County, Michigan",10.1%
26127,MI,"Oceana County, Michigan",14.3%
26129,MI,"Ogemaw County, Michigan",16.6%
26131,MI,"Ontonagon County, Michigan",15.2%
26133,MI,"Osceola County, Michigan",15.0%
26135,MI,"Oscoda County, Michigan",16.5%
26137,MI,"Otsego County, Michigan",13.9%
26139,MI,"Ottawa County, Michigan",8.4%
26141,MI,"Presque Isle County, Michigan",15.3%
26143,MI,"Roscommon County, Michigan",18.0%
26145,MI,"Saginaw County, Michigan",14.5%
26147,MI,"St. Clair County, Michigan",13.1%
26149,MI,"St. Joseph County, Michigan",12.9%
26151,MI,"Sanilac County, Michigan",14.2%
26153,MI,"Schoolcraft County, Michigan",17.5%
26155,MI,"Shiawassee County, Michigan",12.1%
26157,MI,"Tuscola County, Michigan",14.4%
26159,MI,"Van Buren County, Michigan",13.1%
26161,MI,"Washtenaw County, Michigan",10.7%
26163,MI,"Wayne County, Michigan",17.3%
26165,MI,"Wexford County, Michigan",13.9%
27001,MN,"Aitkin County, Minnesota",11.5%
27003,MN,"Anoka County, Minnesota",6.1%
27005,MN,"Becker County, Minnesota",9.2%
27007,MN,"Beltrami County, Minnesota",11.7%
27009,MN,"Benton County, Minnesota",9.7%
27011,MN,"Big Stone County, Minnesota",10.2%
27013,MN,"Blue Earth County, Minnesota",8.6%
27015,MN,"Brown County, Minnesota",7.3%
27017,MN,"Carlton County, Minnesota",9.2%
27019,MN,"Carver County, Minnesota",4.3%
27021,MN,"Cass County, Minnesota",11.1%
27023,MN,"Chippewa County, Minnesota",8.9%
27025,MN,"Chisago County, Minnesota",6.3%
27027,MN,"Clay County, Minnesota",7.8%
27029,MN,"Clearwater County, Minnesota",13.9%
27031,MN,"Cook County, Minnesota",9.9%
27033,MN,"Cottonwood County, Minnesota",9.6%
27035,MN,"Crow Wing County, Minnesota",9.4%
27037,MN,"Dakota County, Minnesota",5.9%
27039,MN,"Dodge County, Minnesota",5.5%
27041,MN,"Douglas County, Minnesota",7.8%
27043,MN,"Faribault County, Minnesota",8.8%
27045,MN,"Fillmore County, Minnesota",8.2%
27047,MN,"Freeborn County, Minnesota",9.2%
27049,MN,"Goodhue County, Minnesota",7.8%
27051,MN,"Grant County, Minnesota",9.2%
27053,MN,"Hennepin County, Minnesota",8.1%
27055,MN,"Houston County, Minnesota",7.2%
27057,MN,"Hubbard County, Minnesota",9.8%
27059,MN,"Isanti County, Minnesota",7.6%
27061,MN,"Itasca County, Minnesota",11.0%
27063,MN,"Jackson County, Minnesota",6.9%
27065,MN,"Kanabec County, Minnesota",10.5%
27067,MN,"Kandiyohi County, Minnesota",7.9%
27069,MN,"Kittson County, Minnesota",8.0%
27071,MN,"Koochiching County, Minnesota",13.0%
27073,MN,"Lac qui Parle County, Minnesota",8.5%
27075,MN,"Lake County, Minnesota",8.3%
27077,MN,"Lake of the Woods County, Minnesota",7.8%
27079,MN,"Le Sueur County, Minnesota",7.6%
27081,MN,"Lincoln County, Minnesota",8.5%
27083,MN,"Lyon County, Minnesota",8.8%
27085,MN,"McLeod County, Minnesota",7.6%
27087,MN,"Mahnomen County, Minnesota",13.3%
27089,MN,"Marshall County, Minnesota",8.6%
27091,MN,"Martin County, Minnesota",9.8%
27093,MN,"Meeker County, Minnesota",7.4%
27095,MN,"Mille Lacs County, Minnesota",10.6%
27097,MN,"Morrison County, Minnesota",9.5%
27099,MN,"Mower County, Minnesota",8.9%
27101,MN,"Murray County, Minnesota",7.7%
27103,MN,"Nicollet County, Minnesota",7.5%
27105,MN,"Nobles County, Minnesota",8.4%
27107,MN,"Norman County, Minnesota",8.7%
27109,MN,"Olmsted County, Minnesota",7.0%
27111,MN,"Otter Tail County, Minnesota",8.4%
27113,MN,"Pennington County, Minnesota",8.6%
27115,MN,"Pine County, Minnesota",11.0%
27117,MN,"Pipestone County, Minnesota",9.1%
27119,MN,"Polk County, Minnesota",9.5%
27121,MN,"Pope County, Minnesota",7.7%
27123,MN,"Ramsey County, Minnesota",10.0%
27125,MN,"Red Lake County, Minnesota",8.9%
27127,MN,"Redwood County, Minnesota",8.6%
27129,MN,"Renville County, Minnesota",8.1%
27131,MN,"Rice County, Minnesota",7.5%
27133,MN,"Rock County, Minnesota",7.6%
27135,MN,"Roseau County, Minnesota",7.9%
27137,MN,"St. Louis County, Minnesota",10.3%
27139,MN,"Scott County, Minnesota",4.9%
27141,MN,"Sherburne County, Minnesota",6.0%
27143,MN,"Sibley County, Minnesota",6.7%
27145,MN,"Stearns County, Minnesota",8.6%
27147,MN,"Steele County, Minnesota",7.9%
27149,MN,"Stevens County, Minnesota",7.5%
27151,MN,"Swift County, Minnesota",10.3%
27153,MN,"Todd County, Minnesota",9.6%
27155,MN,"Traverse County, Minnesota",9.7%
27157,MN,"Wabasha County, Minnesota",6.8%
27159,MN,"Wadena County, Minnesota",12.0%
27161,MN,"Waseca County, Minnesota",8.2%
27163,MN,"Washington County, Minnesota",5.1%
27165,MN,"Watonwan County, Minnesota",8.5%
27167,MN,"Wilkin County, Minnesota",8.6%
27169,MN,"Winona County, Minnesota",8.3%
27171,MN,"Wright County, Minnesota",5.4%
27173,MN,"Yellow Medicine County, Minnesota",9.3%
28001,MS,"Adams County, Mississippi",22.7%
28003,MS,"Alcorn County, Mississippi",16.8%
28005,MS,"Amite County, Mississippi",19.3%
28007,MS,"Attala County, Mississippi",20.2%
28009,MS,"Benton County, Mississippi",18.6%
28011,MS,"Bolivar County, Mississippi",24.1%
28013,MS,"Calhoun County, Mississippi",19.5%
28015,MS,"Carroll County, Mississippi",16.5%
28017,MS,"Chickasaw County, Mississippi",18.0%
28019,MS,"Choctaw County, Mississippi",19.9%
28021,MS,"Claiborne County, Mississippi",27.1%
28023,MS,"Clarke County, Mississippi",18.5%
28025,MS,"Clay County, Mississippi",17.8%
28027,MS,"Coahoma County, Mississippi",23.9%
28029,MS,"Copiah County, Mississippi",18.2%
28031,MS,"Covington County, Mississippi",18.5%
28033,MS,"DeSoto County, Mississippi",12.1%
28035,MS,"Forrest County, Mississippi",20.2%
28037,MS,"Franklin County, Mississippi",16.5%
28039,MS,"George County, Mississippi",16.4%
28041,MS,"Greene County, Mississippi",16.5%
28043,MS,"Grenada County, Mississippi",19.4%
28045,MS,"Hancock County, Mississippi",17.0%
28047,MS,"Harrison County, Mississippi",17.7%
28049,MS,"Hinds County, Mississippi",18.0%
28051,MS,"Holmes County, Mississippi",27.8%
28053,MS,"Humphreys County, Mississippi",26.4%
28055,MS,"Issaquena County, Mississippi",28.9%
28057,MS,"Itawamba County, Mississippi",15.9%
28059,MS,"Jackson County, Mississippi",16.3%
28061,MS,"Jasper County, Mississippi",18.7%
28063,MS,"Jefferson County, Mississippi",30.4%
28065,MS,"Jefferson Davis County, Mississippi",20.9%
28067,MS,"Jones County, Mississippi",17.5%
28069,MS,"Kemper County, Mississippi",22.1%
28071,MS,"Lafayette County, Mississippi",15.2%
28073,MS,"Lamar County, Mississippi",14.8%
28075,MS,"Lauderdale County, Mississippi",19.0%
28077,MS,"Lawrence County, Mississippi",17.4%
28079,MS,"Leake County, Mississippi",20.5%
28081,MS,"Lee County, Mississippi",15.7%
28083,MS,"Leflore County, Mississippi",24.2%
28085,MS,"Lincoln County, Mississippi",17.7%
28087,MS,"Lowndes County, Mississippi",17.8%
28089,MS,"Madison County, Mississippi",12.2%
28091,MS,"Marion County, Mississippi",20.4%
28093,MS,"Marshall County, Mississippi",16.0%
28095,MS,"Monroe County, Mississippi",16.3%
28097,MS,"Montgomery County, Mississippi",21.3%
28099,MS,"Neshoba County, Mississippi",19.3%
28101,MS,"Newton County, Mississippi",19.4%
28103,MS,"Noxubee County, Mississippi",22.0%
28105,MS,"Oktibbeha County, Mississippi",17.7%
28107,MS,"Panola County, Mississippi",18.5%
28109,MS,"Pearl River County, Mississippi",16.1%
28111,MS,"Perry County, Mississippi",18.9%
28113,MS,"Pike County, Mississippi",22.6%
28115,MS,"Pontotoc County, Mississippi",16.7%
28117,MS,"Prentiss County, Mississippi",19.0%
28119,MS,"Quitman County, Mississippi",25.2%
28121,MS,"Rankin County, Mississippi",11.7%
28123,MS,"Scott County, Mississippi",20.3%
28125,MS,"Sharkey County, Mississippi",22.1%
28127,MS,"Simpson County, Mississippi",18.5%
28129,MS,"Smith County, Mississippi",15.8%
28131,MS,"Stone County, Mississippi",16.6%
28133,MS,"Sunflower County, Mississippi",23.4%
28135,MS,"Tallahatchie County, Mississippi",20.4%
28137,MS,"Tate County, Mississippi",16.4%
28139,MS,"Tippah County, Mississippi",17.2%
28141,MS,"Tishomingo County, Mississippi",17.4%
28143,MS,"Tunica County, Mississippi",19.8%
28145,MS,"Union County, Mississippi",15.7%
28147,MS,"Walthall County, Mississippi",21.0%
28149,MS,"Warren County, Mississippi",18.2%
28151,MS,"Washington County, Mississippi",24.5%
28153,MS,"Wayne County, Mississippi",19.3%
28155,MS,"Webster County, Mississippi",19.6%
28157,MS,"Wilkinson County, Mississippi",24.8%
28159,MS,"Winston County, Mississippi",19.3%
28161,MS,"Yalobusha County, Mississippi",16.3%
28163,MS,"Yazoo County, Mississippi",23.1%
29001,MO,"Adair County, Missouri",14.3%
29003,MO,"Andrew County, Missouri",10.4%
29005,MO,"Atchison County, Missouri",12.1%
29007,MO,"Audrain County, Missouri",13.7%
29009,MO,"Barry County, Missouri",14.9%
29011,MO,"Barton County, Missouri",15.6%
29013,MO,"Bates County, Missouri",12.9%
29015,MO,"Benton County, Missouri",16.5%
29017,MO,"Bollinger County, Missouri",15.2%
29019,MO,"Boone County, Missouri",12.1%
29021,MO,"Buchanan County, Missouri",14.0%
29023,MO,"Butler County, Missouri",18.2%
29025,MO,"Caldwell County, Missouri",13.4%
29027,MO,"Callaway County, Missouri",11.7%
29029,MO,"Camden County, Missouri",14.1%
29031,MO,"Cape Girardeau County, Missouri",12.4%
29033,MO,"Carroll County, Missouri",13.6%
29035,MO,"Carter County, Missouri",16.6%
29037,MO,"Cass County, Missouri",10.6%
29039,MO,"Cedar County, Missouri",15.5%
29041,MO,"Chariton County, Missouri",12.3%
29043,MO,"Christian County, Missouri",10.8%
29045,MO,"Clark County, Missouri",12.8%
29047,MO,"Clay County, Missouri",10.0%
29049,MO,"Clinton County, Missouri",11.3%
29051,MO,"Cole County, Missouri",10.9%
29053,MO,"Cooper County, Missouri",12.6%
29055,MO,"Crawford County, Missouri",16.5%
29057,MO,"Dade County, Missouri",15.4%
29059,MO,"Dallas County, Missouri",14.9%
29061,MO,"Daviess County, Missouri",12.0%
29063,MO,"DeKalb County, Missouri",13.2%
29065,MO,"Dent County, Missouri",16.7%
29067,MO,"Douglas County, Missouri",16.7%
29069,MO,"Dunklin County, Missouri",19.9%
29071,MO,"Franklin County, Missouri",11.4%
29073,MO,"Gasconade County, Missouri",11.5%
29075,MO,"Gentry County, Missouri",13.8%
29077,MO,"Greene County, Missouri",13.8%
29079,MO,"Grundy County, Missouri",14.1%
29081,MO,"Harrison County, Missouri",15.0%
29083,MO,"Henry County, Missouri",16.4%
29085,MO,"Hickory County, Missouri",15.9%
29087,MO,"Holt County, Missouri",12.8%
29089,MO,"Howard County, Missouri",12.8%
29091,MO,"Howell County, Missouri",17.2%
29093,MO,"Iron County, Missouri",18.3%
29095,MO,"Jackson County, Missouri",13.6%
29097,MO,"Jasper County, Missouri",13.4%
29099,MO,"Jefferson County, Missouri",10.7%
29101,MO,"Johnson County, Missouri",12.5%
29103,MO,"Knox County, Missouri",15.0%
29105,MO,"Laclede County, Missouri",14.1%
29107,MO,"Lafayette County, Missouri",12.3%
29109,MO,"Lawrence County, Missouri",14.0%
29111,MO,"Lewis County, Missouri",12.5%
29113,MO,"Lincoln County, Missouri",11.8%
29115,MO,"Linn County, Missouri",13.7%
29117,MO,"Livingston County, Missouri",13.3%
29119,MO,"McDonald County, Missouri",14.2%
29121,MO,"Macon County, Missouri",13.5%
29123,MO,"Madison County, Missouri",15.2%
29125,MO,"Maries County, Missouri",14.1%
29127,MO,"Marion County, Missouri",14.4%
29129,MO,"Mercer County, Missouri",11.9%
29131,MO,"Miller County, Missouri",14.4%
29133,MO,"Mississippi County, Missouri",18.5%
29135,MO,"Moniteau County, Missouri",11.5%
29137,MO,"Monroe County, Missouri",13.4%
29139,MO,"Montgomery County, Missouri",14.1%
29141,MO,"Morgan County, Missouri",16.2%
29143,MO,"New Madrid County, Missouri",18.8%
29145,MO,"Newton County, Missouri",12.3%
29147,MO,"Nodaway County, Missouri",13.8%
29149,MO,"Oregon County, Missouri",17.6%
29151,MO,"Osage County, Missouri",8.9%
29153,MO,"Ozark County, Missouri",18.6%
29155,MO,"Pemiscot County, Missouri",21.6%
29157,MO,"Perry County, Missouri",10.5%
29159,MO,"Pettis County, Missouri",14.6%
29161,MO,"Phelps County, Missouri",15.2%
29163,MO,"Pike County, Missouri",12.9%
29165,MO,"Platte County, Missouri",9.6%
29167,MO,"Polk County, Missouri",13.6%
29169,MO,"Pulaski County, Missouri",15.3%
29171,MO,"Putnam County, Missouri",14.9%
29173,MO,"Ralls County, Missouri",11.4%
29175,MO,"Randolph County, Missouri",14.0%
29177,MO,"Ray County, Missouri",12.6%
29179,MO,"Reynolds County, Missouri",16.1%
29181,MO,"Ripley County, Missouri",20.6%
29183,MO,"St. Charles County, Missouri",8.0%
29185,MO,"St. Clair County, Missouri",16.0%
29186,MO,"Ste. Genevieve County, Missouri",12.4%
29187,MO,"St. Francois County, Missouri",15.3%
29189,MO,"St. Louis County, Missouri",10.9%
29195,MO,"Saline County, Missouri",13.7%
29197,MO,"Schuyler County, Missouri",14.1%
29199,MO,"Scotland County, Missouri",13.1%
29201,MO,"Scott County, Missouri",16.2%
29203,MO,"Shannon County, Missouri",20.3%
29205,MO,"Shelby County, Missouri",13.2%
29207,MO,"Stoddard County, Missouri",16.1%
29209,MO,"Stone County, Missouri",13.7%
29211,MO,"Sullivan County, Missouri",12.6%
29213,MO,"Taney County, Missouri",15.8%
29215,MO,"Texas County, Missouri",18.1%
29217,MO,"Vernon County, Missouri",13.4%
29219,MO,"Warren County, Missouri",11.9%
29221,MO,"Washington County, Missouri",17.0%
29223,MO,"Wayne County, Missouri",19.9%
29225,MO,"Webster County, Missouri",13.4%
29227,MO,"Worth County, Missouri",12.8%
29229,MO,"Wright County, Missouri",17.8%
29510,MO,"St. Louis city, Missouri",18.2%
30001,MT,"Beaverhead County, Montana",10.0%
30003,MT,"Big Horn County, Montana",16.4%
30005,MT,"Blaine County, Montana",17.8%
30007,MT,"Broadwater County, Montana",8.9%
30009,MT,"Carbon County, Montana",9.3%
30011,MT,"Carter County, Montana",9.3%
30013,MT,"Cascade County, Montana",10.6%
30015,MT,"Chouteau County, Montana",11.5%
30017,MT,"Custer County, Montana",10.1%
30019,MT,"Daniels County, Montana",6.7%
30021,MT,"Dawson County, Montana",8.8%
30023,MT,"Deer Lodge County, Montana",14.4%
30025,MT,"Fallon County, Montana",8.2%
30027,MT,"Fergus County, Montana",10.0%
30029,MT,"Flathead County, Montana",9.7%
30031,MT,"Gallatin County, Montana",7.5%
30033,MT,"Garfield County, Montana",7.1%
30035,MT,"Glacier County, Montana",18.6%
30037,MT,"Golden Valley County, Montana",11.4%
30039,MT,"Granite County, Montana",10.6%
30041,MT,"Hill County, Montana",12.7%
30043,MT,"Jefferson County, Montana",7.8%
30045,MT,"Judith Basin County, Montana",10.6%
30047,MT,"Lake County, Montana",12.8%
30049,MT,"Lewis and Clark County, Montana",9.3%
30051,MT,"Liberty County, Montana",11.2%
30053,MT,"Lincoln County, Montana",15.0%
30055,MT,"McCone County, Montana",7.1%
30057,MT,"Madison County, Montana",9.4%
30059,MT,"Meagher County, Montana",11.4%
30061,MT,"Mineral County, Montana",15.3%
30063,MT,"Missoula County, Montana",10.3%
30065,MT,"Musselshell County, Montana",12.4%
30067,MT,"Park County, Montana",9.7%
30069,MT,"Petroleum County, Montana",9.4%
30071,MT,"Phillips County, Montana",11.6%
30073,MT,"Pondera County, Montana",12.5%
30075,MT,"Powder River County, Montana",9.6%
30077,MT,"Powell County, Montana",11.0%
30079,MT,"Prairie County, Montana",9.3%
30081,MT,"Ravalli County, Montana",11.7%
30083,MT,"Richland County, Montana",7.8%
30085,MT,"Roosevelt County, Montana",15.2%
30087,MT,"Rosebud County, Montana",13.2%
30089,MT,"Sanders County, Montana",14.5%
30091,MT,"Sheridan County, Montana",8.5%
30093,MT,"Silver Bow County, Montana",12.9%
30095,MT,"Stillwater County, Montana",7.4%
30097,MT,"Sweet Grass County, Montana",8.2%
30099,MT,"Teton County, Montana",10.7%
30101,MT,"Toole County, Montana",11.9%
30103,MT,"Treasure County, Montana",11.9%
30105,MT,"Valley County, Montana",8.8%
30107,MT,"Wheatland County, Montana",11.8%
30109,MT,"Wibaux County, Montana",9.7%
30111,MT,"Yellowstone County, Montana",8.7%
31001,NE,"Adams County, Nebraska",12.9%
31003,NE,"Antelope County, Nebraska",12.6%
31005,NE,"Arthur County, Nebraska",12.9%
31007,NE,"Banner County, Nebraska",12.1%
31009,NE,"Blaine County, Nebraska",13.7%
31011,NE,"Boone County, Nebraska",9.9%
31013,NE,"Box Butte County, Nebraska",11.7%
31015,NE,"Boyd County, Nebraska",12.8%
31017,NE,"Brown County, Nebraska",13.5%
31019,NE,"Buffalo County, Nebraska",11.7%
31021,NE,"Burt County, Nebraska",13.2%
31023,NE,"Butler County, Nebraska",10.3%
31025,NE,"Cass County, Nebraska",9.5%
31027,NE,"Cedar County, Nebraska",10.3%
31029,NE,"Chase County, Nebraska",10.4%
31031,NE,"Cherry County, Nebraska",12.6%
31033,NE,"Cheyenne County, Nebraska",12.2%
31035,NE,"Clay County, Nebraska",12.1%
31037,NE,"Colfax County, Nebraska",9.4%
31039,NE,"Cuming County, Nebraska",10.1%
31041,NE,"Custer County, Nebraska",12.2%
31043,NE,"Dakota County, Nebraska",11.9%
31045,NE,"Dawes County, Nebraska",12.3%
31047,NE,"Dawson County, Nebraska",11.6%
31049,NE,"Deuel County, Nebraska",12.8%
31051,NE,"Dixon County, Nebraska",11.9%
31053,NE,"Dodge County, Nebraska",12.8%
31055,NE,"Douglas County, Nebraska",12.4%
31057,NE,"Dundy County, Nebraska",10.8%
31059,NE,"Fillmore County, Nebraska",12.1%
31061,NE,"Franklin County, Nebraska",13.5%
31063,NE,"Frontier County, Nebraska",12.6%
31065,NE,"Furnas County, Nebraska",13.2%
31067,NE,"Gage County, Nebraska",12.7%
31069,NE,"Garden County, Nebraska",11.8%
31071,NE,"Garfield County, Nebraska",11.4%
31073,NE,"Gosper County, Nebraska",10.4%
31075,NE,"Grant County, Nebraska",14.2%
31077,NE,"Greeley County, Nebraska",11.6%
31079,NE,"Hall County, Nebraska",12.2%
31081,NE,"Hamilton County, Nebraska",9.3%
31083,NE,"Harlan County, Nebraska",12.3%
31085,NE,"Hayes County, Nebraska",13.1%
31087,NE,"Hitchcock County, Nebraska",14.4%
31089,NE,"Holt County, Nebraska",11.4%
31091,NE,"Hooker County, Nebraska",17.4%
31093,NE,"Howard County, Nebraska",12.1%
31095,NE,"Jefferson County, Nebraska",13.4%
31097,NE,"Johnson County, Nebraska",12.3%
31099,NE,"Kearney County, Nebraska",11.2%
31101,NE,"Keith County, Nebraska",12.6%
31103,NE,"Keya Paha County, Nebraska",10.0%
31105,NE,"Kimball County, Nebraska",12.5%
31107,NE,"Knox County, Nebraska",12.4%
31109,NE,"Lancaster County, Nebraska",12.0%
31111,NE,"Lincoln County, Nebraska",13.0%
31113,NE,"Logan County, Nebraska",10.8%
31115,NE,"Loup County, Nebraska",11.9%
31117,NE,"McPherson County, Nebraska",14.0%
31119,NE,"Madison County, Nebraska",12.4%
31121,NE,"Merrick County, Nebraska",12.6%
31123,NE,"Morrill County, Nebraska",11.4%
31125,NE,"Nance County, Nebraska",12.4%
31127,NE,"Nemaha County, Nebraska",12.4%
31129,NE,"Nuckolls County, Nebraska",13.1%
31131,NE,"Otoe County, Nebraska",12.2%
31133,NE,"Pawnee County, Nebraska",12.7%
31135,NE,"Perkins County, Nebraska",9.8%
31137,NE,"Phelps County, Nebraska",10.9%
31139,NE,"Pierce County, Nebraska",10.4%
31141,NE,"Platte County, Nebraska",9.7%
31143,NE,"Polk County, Nebraska",10.3%
31145,NE,"Red Willow County, Nebraska",11.7%
31147,NE,"Richardson County, Nebraska",13.1%
31149,NE,"Rock County, Nebraska",11.0%
31151,NE,"Saline County, Nebraska",11.4%
31153,NE,"Sarpy County, Nebraska",9.2%
31155,NE,"Saunders County, Nebraska",11.0%
31157,NE,"Scotts Bluff County, Nebraska",12.6%
31159,NE,"Seward County, Nebraska",10.2%
31161,NE,"Sheridan County, Nebraska",15.2%
31163,NE,"Sherman County, Nebraska",12.6%
31165,NE,"Sioux County, Nebraska",11.6%
31167,NE,"Stanton County, Nebraska",10.0%
31169,NE,"Thayer County, Nebraska",11.4%
31171,NE,"Thomas County, Nebraska",12.5%
31173,NE,"Thurston County, Nebraska",18.4%
31175,NE,"Valley County, Nebraska",12.4%
31177,NE,"Washington County, Nebraska",11.1%
31179,NE,"Wayne County, Nebraska",10.9%
31181,NE,"Webster County, Nebraska",12.4%
31183,NE,"Wheeler County, Nebraska",12.5%
31185,NE,"York County, Nebraska",11.7%
32001,NV,"Churchill County, Nevada",12.6%
32003,NV,"Clark County, Nevada",12.8%
32005,NV,"Douglas County, Nevada",11.4%
32007,NV,"Elko County, Nevada",10.0%
32009,NV,"Esmeralda County, Nevada",12.7%
32011,NV,"Eureka County, Nevada",10.9%
32013,NV,"Humboldt County, Nevada",9.9%
32015,NV,"Lander County, Nevada",9.8%
32017,NV,"Lincoln County, Nevada",12.2%
32019,NV,"Lyon County, Nevada",13.1%
32021,NV,"Mineral County, Nevada",17.2%
32023,NV,"Nye County, Nevada",16.2%
32027,NV,"Pershing County, Nevada",12.2%
32029,NV,"Storey County, Nevada",11.9%
32031,NV,"Washoe County, Nevada",11.2%
32033,NV,"White Pine County, Nevada",11.5%
32510,NV,"Carson City, Nevada",14.7%
33001,NH,"Belknap County, New Hampshire",9.4%
33003,NH,"Carroll County, New Hampshire",9.6%
33005,NH,"Cheshire County, New Hampshire",9.5%
33007,NH,"Coos County, New Hampshire",12.6%
33009,NH,"Grafton County, New Hampshire",9.7%
33011,NH,"Hillsborough County, New Hampshire",8.7%
33013,NH,"Merrimack County, New Hampshire",8.6%
33015,NH,"Rockingham County, New Hampshire",7.0%
33017,NH,"Strafford County, New Hampshire",9.0%
33019,NH,"Sullivan County, New Hampshire",9.7%
34001,NJ,"Atlantic County, New Jersey",11.4%
34003,NJ,"Bergen County, New Jersey",6.5%
34005,NJ,"Burlington County, New Jersey",7.5%
34007,NJ,"Camden County, New Jersey",10.3%
34009,NJ,"Cape May County, New Jersey",11.7%
34011,NJ,"Cumberland County, New Jersey",12.6%
34013,NJ,"Essex County, New Jersey",12.7%
34015,NJ,"Gloucester County, New Jersey",7.8%
34017,NJ,"Hudson County, New Jersey",10.9%
34019,NJ,"Hunterdon County, New Jersey",5.3%
34021,NJ,"Mercer County, New Jersey",8.9%
34023,NJ,"Middlesex County, New Jersey",7.3%
